30,17,17,18,10,10,16,4,7,7,6,8,4,10,6,8,2,3,3,4,4,5,4,1,3,3,1,3,5,4,3,2,5,2,3,2,3,1,1,2,1,1,4,1,1,3,3,3,2,4,2,4,2,2,3,1,1,3,1,1,2,2,1,1,2,4,6,1,4,3,1,1,3,1,1,1,4,1,1,1,1,1,1,1,2,2,2,2,1,1,5,1,1,2,1,2,1,1,3,1,1,2,1,1,1,4,1,3,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,1,3,1,1,1,3,1,1,1,3,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,48,49,51,52,53,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,75,77,78,79,80,81,82,83,84,85,86,87,88,93,94,95,97,98,99,101,102,104,105,107,108,109,111,113,114,116,117,119,120,121,122,123,125,126,127,130,135,136,138,139,142,144,146,147,148,149,152,153,158,160,165,166,167,171,173,175,177,179,180,182,184,185,189,191,194,195,198,204,205,206,208,214,218,219,221,225,227,233,234,237,239,243,249,252,259,265,266,270,271,272,273,274,287,288,291,298,306,309,313,321,322,324,328,331,333,339,343,355,357,362,365,366,382,386,387,388,393,404,406,410,414,415,418,423,441,448,451,461,462,470,473,474,486,513,521,529,530,533,539,540,541,555,556,576,592,597,603,632,637,658,669,691,701,711,728,734,751,756,763,786,792,797,807,829,871,1000,1041,1055,1090,1172,1176,1182,1294
